car_name,year,selling_price,kms_driven,fuel_type,seller_type,transmission,owner
Honda Amaze S CVT Petrol,2019,610000,10000,Petrol,Individual,Automatic,First Owner
Honda Brio S MT,2013,240000,50000,Petrol,Individual,Manual,Third Owner
Toyota Corolla Altis Diesel D4DGL,2011,550000,120000,Diesel,Individual,Manual,First Owner
Tata Indica Vista Aura 1.2 Safire,2010,100000,120000,Petrol,Individual,Manual,Second Owner
Mahindra Bolero SLE,2010,350000,90000,Diesel,Individual,Manual,Second Owner
Hyundai EON Era Plus,2013,200000,120000,Petrol,Individual,Manual,First Owner
Hyundai Elite i20 Asta Option CVT BSIV,2019,720000,3000,Petrol,Individual,Automatic,First Owner
Maruti Ritz VDi,2014,350000,133000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2016,400000,25000,Petrol,Individual,Manual,First Owner
Hyundai i20 Active 1.2 S,2017,570000,35000,Petrol,Individual,Manual,First Owner
Maruti Omni MPI STD BSIV,2015,130000,70000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2016,210000,52000,Petrol,Individual,Manual,First Owner
Hyundai Creta 1.4 E Plus,2018,800000,52000,Diesel,Individual,Manual,First Owner
Honda Jazz 1.5 E i DTEC,2017,700000,39000,Diesel,Individual,Manual,First Owner
Tata Aria Pure LX 4x2,2014,495000,90000,Diesel,Individual,Manual,Second Owner
Ford Freestyle Trend Petrol BSIV,2019,650000,8000,Petrol,Individual,Manual,First Owner
Mahindra Jeep MM 775 XDB,2000,155000,50000,Diesel,Individual,Manual,Second Owner
Maruti 800 AC BSIII,2007,75000,90000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 CRDi Magna,2015,350000,61658,Diesel,Dealer,Manual,First Owner
Maruti Zen Estilo LX BSIV,2010,90000,50000,Petrol,Individual,Manual,Third Owner
Maruti Ertiga SHVS VDI,2016,600000,80000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio SLE BSIII,2010,400000,185000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2014,370000,57000,Diesel,Individual,Manual,Second Owner
Maruti 800 DX,2000,50000,60000,Petrol,Individual,Manual,First Owner
Honda City 1.5 GXI,2004,125000,120000,Petrol,Individual,Manual,Second Owner
Honda CR-V Diesel 4WD,2018,1800000,26000,Diesel,Individual,Automatic,First Owner
Hyundai Grand i10 1.2 Kappa Magna AT,2019,650000,20000,Petrol,Individual,Automatic,First Owner
Maruti Ertiga BSIV VXI AT,2017,800000,30600,Petrol,Individual,Automatic,First Owner
Volkswagen Polo 1.0 TSI Highline Plus,2020,802000,5000,Petrol,Individual,Manual,First Owner
Audi A4 35 TDI Premium,2015,2300000,35000,Diesel,Individual,Automatic,Third Owner
Hyundai Xcent 1.1 CRDi SX,2016,430000,35000,Diesel,Individual,Manual,First Owner
Skoda Superb Elegance 2.0 TDI CR AT,2011,450000,235000,Diesel,Individual,Automatic,First Owner
Maruti Alto 800 LXI,2013,250000,87000,Petrol,Individual,Manual,First Owner
Ford Ecosport 1.0 Ecoboost Titanium,2014,550000,72000,Petrol,Individual,Manual,Second Owner
Maruti Zen Estilo VXI BSIII,2007,140000,100000,Petrol,Individual,Manual,Second Owner
Toyota Innova 2.5 E 8 STR,2012,287000,70000,Diesel,Individual,Manual,First Owner
Maruti Baleno Alpha 1.3,2016,675000,60000,Diesel,Individual,Manual,First Owner
Hyundai i10 Magna 1.2 iTech SE,2011,235000,74500,Petrol,Individual,Manual,Second Owner
Nissan Micra XL CVT,2015,434999,40000,Petrol,Individual,Automatic,Second Owner
Mahindra Scorpio VLX AT 2WD BSIII,2004,225000,223660,Diesel,Individual,Automatic,Third Owner
Toyota Corolla AE,2006,160000,140000,Petrol,Individual,Manual,Second Owner
Hyundai Grand i10 Nios Sportz,2020,600000,5000,Petrol,Individual,Manual,First Owner
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2016,470000,100000,Diesel,Individual,Manual,Second Owner
Maruti Swift Dzire VXi,2011,300000,100000,Petrol,Individual,Manual,Second Owner
Maruti Baleno Delta 1.2,2018,600000,2000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 Nios AMT Magna,2020,640000,4000,Petrol,Individual,Automatic,First Owner
Tata Indica DLS,2006,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai Verna 1.6 VTVT S,2015,600000,35000,Petrol,Individual,Manual,First Owner
Hyundai i10 Magna LPG,2014,290000,29000,LPG,Individual,Manual,First Owner
Hyundai Verna 1.6 VTVT S,2015,600000,30000,Petrol,Individual,Manual,First Owner
Tata Manza Aqua Quadrajet BS IV,2012,190000,120000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 VXI,2017,325000,15000,Petrol,Individual,Manual,First Owner
Mahindra Bolero DI,2006,200000,73756,Diesel,Individual,Manual,First Owner
Toyota Fortuner 2.8 2WD AT BSIV,2018,2800000,40000,Diesel,Individual,Automatic,First Owner
Chevrolet Spark 1.0 LS,2011,125000,60000,Petrol,Individual,Manual,Third Owner
Hyundai i10 Magna 1.1,2008,155000,60000,Petrol,Individual,Manual,Fourth & Above Owner
Hyundai i20 Asta 1.4 CRDi,2015,550000,90000,Diesel,Individual,Manual,First Owner
Maruti Wagon R LX BSIII,2009,130000,70000,Petrol,Individual,Manual,Fourth & Above Owner
Maruti 800 AC,2002,80000,70000,Petrol,Individual,Manual,Second Owner
Toyota Etios Cross 1.4L GD,2015,500000,80000,Diesel,Individual,Manual,Second Owner
Renault KWID RXT BSIV,2019,250000,27000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,2012,580000,70000,Diesel,Individual,Manual,First Owner
Daewoo Matiz SD,2002,60000,50000,Petrol,Individual,Manual,First Owner
Toyota Etios GD,2012,300000,185000,Diesel,Individual,Manual,First Owner
Ford Figo Diesel Titanium,2014,200000,90000,Diesel,Individual,Manual,Second Owner
Tata Hexa XT,2017,1200000,16400,Diesel,Individual,Manual,First Owner
Toyota Etios Cross 1.4L GD,2015,350000,80000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W8 4WD,2012,600000,80000,Diesel,Individual,Manual,Second Owner
Honda Jazz V,2019,650000,4000,Petrol,Individual,Manual,First Owner
Maruti A-Star Lxi,2008,120000,40000,Petrol,Individual,Manual,First Owner
Tata New Safari DICOR 2.2 EX 4x2,2010,180000,120000,Diesel,Individual,Manual,Second Owner
Hyundai Verna VTVT 1.6 AT SX Option,2018,950000,41395,Petrol,Individual,Automatic,First Owner
Tata Manza Aura Quadrajet BS IV,2012,250999,35000,Diesel,Individual,Manual,Second Owner
Skoda Laura Ambiente 2.0 TDI CR MT,2012,385000,52000,Diesel,Dealer,Manual,First Owner
Audi A8 L 3.0 TDI quattro,2009,1250000,47000,Diesel,Dealer,Automatic,Second Owner
Chevrolet Beat LT,2013,165000,50000,Petrol,Individual,Manual,First Owner
Hyundai Elantra SX,2015,700000,48000,Petrol,Dealer,Manual,First Owner
Mahindra XUV500 W8 4WD,2015,750000,53000,Diesel,Dealer,Manual,First Owner
Mahindra Renault Logan 1.5 DLS,2008,89999,213000,Diesel,Individual,Manual,First Owner
Datsun redi-GO AMT 1.0 T Option,2018,290000,15000,Petrol,Dealer,Automatic,First Owner
Tata Nano Cx BSIII,2014,45000,7000,Petrol,Individual,Manual,Second Owner
Skoda Superb Ambition 2.0 TDI CR AT,2013,675000,88000,Diesel,Dealer,Automatic,First Owner
Nissan Terrano XL Plus 85 PS,2015,530000,55000,Diesel,Dealer,Manual,First Owner
BMW X1 sDrive20d M Sport,2014,1485000,48000,Diesel,Dealer,Automatic,First Owner
Chevrolet Enjoy TCDi LT 7 Seater,2014,325000,71014,Diesel,Dealer,Manual,First Owner
Honda Amaze S Diesel,2015,400000,60000,Diesel,Dealer,Manual,First Owner
Mahindra KUV 100 D75 K6 Plus,2017,380000,71000,Diesel,Dealer,Manual,First Owner
Honda City i-VTEC CVT VX,2016,750000,45000,Petrol,Dealer,Automatic,First Owner
Maruti Alto LXi,2009,110000,20000,Petrol,Individual,Manual,First Owner
MG Hector Sharp Diesel MT BSIV,2019,1825000,14000,Diesel,Dealer,Manual,First Owner
Audi A4 35 TDI Premium Plus,2019,3256000,17000,Diesel,Dealer,Automatic,First Owner
Renault Scala Diesel RxL,2015,370000,60000,Diesel,Dealer,Manual,First Owner
Chevrolet Beat Diesel LT,2013,210000,80000,Diesel,Individual,Manual,Second Owner
Skoda Laura Ambiente 1.9 PD,2007,175000,181000,Diesel,Individual,Manual,Fourth & Above Owner
Hyundai Verna 1.6 SX CRDi (O),2012,575000,89550,Diesel,Individual,Manual,Second Owner
Mahindra Xylo D4,2010,320000,90000,Diesel,Individual,Manual,Third Owner
Renault Duster 85PS Diesel RxL Optional,2013,500000,190000,Diesel,Individual,Manual,Second Owner
Ford Fiesta Diesel Style,2013,380000,83000,Diesel,Dealer,Manual,First Owner
Maruti 800 AC BSIII,2005,120000,20000,Petrol,Individual,Manual,Second Owner
Maruti Eeco 5 Seater AC BSIV,2018,395000,20000,Petrol,Individual,Manual,First Owner
Skoda Laura 1.9 TDI MT Ambiente,2010,360000,160000,Diesel,Individual,Manual,First Owner
Nissan Terrano XL Plus 85 PS,2015,451000,100000,Diesel,Individual,Manual,First Owner
Chevrolet Spark 1.0 LS,2010,175000,45000,Petrol,Individual,Manual,Second Owner
Chevrolet Spark 1.0 LS,2009,170000,44800,Petrol,Individual,Manual,Second Owner
Hyundai Santro Xing XL eRLX Euro III,2006,100000,40000,Petrol,Individual,Manual,Second Owner
Maruti Omni MPI STD BSIV,2014,150000,120000,Petrol,Individual,Manual,Third Owner
Tata Indica Vista Quadrajet LX,2011,149000,10000,Diesel,Individual,Manual,Second Owner
Tata Indica Vista Aqua 1.3 Quadrajet,2011,160000,80000,Diesel,Individual,Manual,Second Owner
Datsun GO Plus T Option Petrol,2018,434999,10000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W8 4WD,2014,800000,156000,Diesel,Individual,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,2010,819999,120000,Diesel,Individual,Manual,Second Owner
Maruti Baleno Vxi,2007,163000,100000,Petrol,Individual,Manual,Second Owner
Mercedes-Benz E-Class 220 CDI,2001,350000,100000,Diesel,Individual,Manual,Second Owner
Tata Indica GLS BS IV,2006,75000,100000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi,2012,180000,60000,Petrol,Individual,Manual,Second Owner
Ford Figo Aspire 1.5 TDCi Trend,2017,675000,30000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI,2013,400000,170000,Diesel,Individual,Manual,First Owner
Volkswagen Polo Diesel Highline 1.2L,2013,434999,100000,Diesel,Individual,Manual,Second Owner
Tata Indigo GLX,2006,100000,110000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire LDI Optional,2015,419000,170000,Diesel,Individual,Manual,Second Owner
Tata Indica GLS BS IV,2009,200000,100000,Petrol,Individual,Manual,First Owner
Renault Scala Diesel RxL,2014,400000,35000,Diesel,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,790000,40000,Diesel,Individual,Manual,Second Owner
Renault Duster 85PS Diesel RxL Plus,2015,500000,90000,Diesel,Individual,Manual,Second Owner
Skoda Rapid 1.6 TDI Elegance,2012,275000,120000,Diesel,Individual,Manual,Second Owner
Hyundai i20 1.4 CRDi Sportz,2012,450000,120000,Diesel,Individual,Manual,Second Owner
Mahindra XUV500 W11 Option AWD,2020,1400000,25000,Diesel,Dealer,Manual,First Owner
Renault Duster 110PS Diesel RxL,2015,800000,15000,Diesel,Individual,Manual,First Owner
Mahindra Bolero SLX,2016,585000,51000,Diesel,Dealer,Manual,First Owner
Chevrolet Sail 1.2 LT ABS,2014,350000,30000,Petrol,Individual,Manual,First Owner
Honda City i-DTEC SV,2014,495000,80000,Diesel,Dealer,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Asta,2017,500000,50000,Petrol,Individual,Manual,First Owner
Maruti Baleno Sigma 1.2,2015,500000,10000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI,2016,360000,33000,Petrol,Dealer,Manual,First Owner
Maruti Alto LXi BSIII,2010,210000,25000,Petrol,Individual,Manual,First Owner
Maruti Alto K10 LXI,2014,220000,66000,Petrol,Dealer,Manual,First Owner
Chevrolet Aveo 1.4 LT BSIV,2009,250000,48000,Petrol,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,2016,990000,146000,Diesel,Dealer,Manual,First Owner
Mahindra Quanto C4,2013,220000,100000,Diesel,Individual,Manual,Fourth & Above Owner
Jaguar XF 3.0 Litre S Premium Luxury,2012,1800000,50000,Diesel,Individual,Automatic,Second Owner
Honda City i VTEC V,2014,530000,50000,Petrol,Individual,Manual,First Owner
Maruti Baleno Alpha 1.3,2016,575000,50000,Diesel,Individual,Manual,First Owner
Mahindra Xylo E4,2012,400000,99000,Diesel,Dealer,Manual,First Owner
Honda Mobilio S i DTEC,2016,680000,50000,Diesel,Individual,Manual,First Owner
Hyundai Santa Fe 4WD AT,2014,1000000,80000,Diesel,Individual,Automatic,First Owner
Maruti Alto 800 LXI,2016,260000,45000,Petrol,Individual,Manual,Second Owner
Tata Manza Aura (ABS) Safire BS IV,2010,150000,50000,Petrol,Individual,Manual,Second Owner
Maruti Alto LXi BSIII,2008,180000,70000,Petrol,Individual,Manual,Third Owner
Force One EX,2014,346000,37516,Diesel,Individual,Manual,First Owner
Mahindra Xylo D2 BS IV,2015,450000,20000,Diesel,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,500000,5000,Petrol,Individual,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Asta,2019,700000,8000,Diesel,Individual,Manual,First Owner
Maruti Alto 800 LXI,2019,280000,25880,Petrol,Individual,Manual,First Owner
Hyundai Santro Magna AMT BSIV,2019,475000,10000,Petrol,Individual,Automatic,First Owner
Maruti Swift Dzire VDi,2009,300000,50000,Diesel,Individual,Manual,First Owner
Maruti Alto K10 LXI,2014,200999,40000,Petrol,Individual,Manual,First Owner
Skoda Laura 1.9 TDI MT Ambiente,2009,200000,100000,Diesel,Individual,Manual,Third Owner
Chevrolet Aveo U-VA 1.2 LS,2009,210000,80000,Petrol,Individual,Manual,Second Owner
Tata Indigo LS BSII,2012,160000,110000,Diesel,Individual,Manual,First Owner
Hyundai Verna CRDi SX ABS,2009,175000,136000,Diesel,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,320000,80000,Diesel,Individual,Manual,First Owner
Maruti Alto LXi,2009,110000,50000,Petrol,Individual,Manual,Second Owner
Honda City V MT,2012,700000,10000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Aura 1.3 Quadrajet,2009,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner
Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,500000,110000,Diesel,Individual,Manual,First Owner
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,550000,120000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,1050000,90000,Diesel,Individual,Manual,Third Owner
Honda City i VTEC V,2016,500000,20000,Petrol,Individual,Manual,First Owner
Maruti Ritz VDi,2011,180000,90000,Diesel,Individual,Manual,Second Owner
Hyundai Santro Xing GLS,2010,170000,50000,Petrol,Individual,Manual,Second Owner
Honda Brio 1.2 S Option MT,2019,484999,9000,Petrol,Individual,Manual,First Owner
Maruti A-Star Vxi,2011,150000,70000,Petrol,Individual,Manual,Second Owner
Maruti Alto K10 VXI Airbag,2018,380000,25000,Petrol,Individual,Manual,First Owner
Hyundai Santro Sportz BSIV,2019,480000,10000,Petrol,Individual,Manual,First Owner
Tata Indica Vista Aura 1.3 Quadrajet,2009,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner
Volkswagen Polo Diesel Highline 1.2L,2011,290000,60000,Diesel,Individual,Manual,Second Owner
Fiat Linea Dynamic,2013,350000,70000,Petrol,Individual,Manual,First Owner
Maruti Alto 800 LXI,2014,110000,25000,Petrol,Individual,Manual,First Owner
Hyundai Santro LE zipPlus,2003,70000,80000,Petrol,Individual,Manual,Third Owner
Volkswagen Vento Petrol Highline AT,2011,300000,70000,Petrol,Individual,Automatic,Third Owner
Maruti Alto 800 LX,2017,180000,60000,Petrol,Individual,Manual,First Owner
Renault KWID RXL,2020,300000,20000,Petrol,Individual,Manual,First Owner
Maruti Baleno Delta 1.2,2017,509000,60000,Petrol,Individual,Manual,First Owner
Maruti SX4 S Cross DDiS 320 Zeta,2016,650000,80000,Diesel,Individual,Manual,First Owner
Maruti Swift VDI BSIV,2015,450000,70000,Diesel,Individual,Manual,Third Owner
Mahindra Jeep Classic,1999,170000,2020,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio 2.6 Turbo 7 Str,2007,210000,100000,Diesel,Individual,Manual,Second Owner
Hyundai i20 Asta 1.4 CRDi,2013,360000,80000,Diesel,Individual,Manual,Second Owner
Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,2011,495000,120000,Diesel,Individual,Manual,Second Owner
Maruti Alto LX,2006,105000,100000,Petrol,Individual,Manual,Third Owner
Hyundai i20 Magna,2010,270000,60000,Petrol,Individual,Manual,Third Owner
Ford Figo Petrol LXI,2010,130000,110000,Petrol,Individual,Manual,First Owner
Honda City i DTEC S,2014,700000,90000,Diesel,Individual,Manual,Second Owner
Chevrolet Cruze LTZ,2012,400000,40000,Diesel,Individual,Manual,First Owner
Maruti Swift ZXI ABS,2009,250000,60000,Petrol,Individual,Manual,Second Owner
Honda Amaze VX i-DTEC,2013,325000,94000,Diesel,Individual,Manual,Second Owner
Mahindra Scorpio S11 BSIV,2018,1380000,25000,Diesel,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIII,2007,90000,90000,Petrol,Individual,Manual,First Owner
Mahindra XUV500 W6 1.99 mHawk,2016,1000000,40000,Diesel,Individual,Manual,First Owner
Hyundai Accent GLE CNG,2010,145000,90000,CNG,Individual,Manual,Second Owner
Maruti Alto K10 LX,2020,250000,1100,Petrol,Individual,Manual,Fourth & Above Owner
Maruti Swift VDI,2011,256000,70000,Diesel,Individual,Manual,Third Owner
Tata Indica DLS,2005,70000,120000,Diesel,Individual,Manual,First Owner
Maruti Wagon R VX,2000,50000,88500,Petrol,Individual,Manual,Fourth & Above Owner
Renault KWID RXT,2016,240000,70000,Petrol,Individual,Manual,Second Owner
Tata Indica Vista Aqua 1.2 Safire BSIV,2010,97000,128000,Petrol,Individual,Manual,First Owner
Tata Indigo CR4,2012,130000,120000,Diesel,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,2009,199000,52536,Petrol,Individual,Manual,First Owner
Honda Civic 1.8 S AT,2006,125000,70000,Petrol,Individual,Automatic,First Owner
Hyundai Xcent 1.1 CRDi Base,2015,420000,60000,Diesel,Individual,Manual,First Owner
Mahindra NuvoSport N8,2016,525000,110000,Diesel,Individual,Manual,First Owner
Hyundai Santro Xing GLS,2008,125000,85000,Petrol,Individual,Manual,First Owner
Volkswagen Vento New Diesel Highline,2012,330000,86000,Diesel,Individual,Manual,Fourth & Above Owner
Maruti Wagon R LXI BS IV,2010,110000,50000,Petrol,Individual,Manual,First Owner
Maruti S-Presso VXI Plus,2019,450000,1950,Petrol,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,2005,85000,118400,Petrol,Individual,Manual,First Owner
Honda Civic 1.8 S MT,2007,229999,70000,Petrol,Individual,Manual,Second Owner
Hyundai i10 Magna,2012,250000,60000,Petrol,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,2017,600000,46507,Diesel,Trustmark Dealer,Manual,First Owner
Toyota Etios Liva 1.2 VX,2017,650000,6480,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Vitara Brezza VDi,2017,750000,32077,Diesel,Trustmark Dealer,Manual,First Owner
Toyota Yaris G,2018,850000,19107,Petrol,Trustmark Dealer,Manual,First Owner
Hyundai EON Era Plus Option,2017,315000,18469,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Swift LXI Option,2015,415000,28217,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Ciaz ZDi Plus,2016,640000,72787,Diesel,Trustmark Dealer,Manual,First Owner
Maruti Ciaz 1.4 Alpha,2017,780000,31063,Petrol,Trustmark Dealer,Manual,First Owner
Toyota Fortuner 4x2 AT,2017,2595000,79641,Diesel,Trustmark Dealer,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,2015,850000,58692,Diesel,Trustmark Dealer,Manual,First Owner
Hyundai Creta 1.6 CRDi SX,2015,900000,54784,Diesel,Trustmark Dealer,Manual,First Owner
Toyota Corolla Altis GL MT,2016,1150000,64156,Petrol,Trustmark Dealer,Manual,First Owner
Maruti Esteem Lxi - BSIII,2007,75000,54000,Petrol,Individual,Manual,First Owner
Volkswagen Vento Diesel Comfortline,2012,215000,97000,Diesel,Individual,Manual,First Owner
Maruti SX4 ZXI AT,2009,130000,120000,Petrol,Individual,Automatic,Second Owner
Hyundai Santro Magna AMT BSIV,2019,400000,16000,Petrol,Individual,Automatic,First Owner
Maruti Swift Dzire AMT ZXI,2019,550000,60000,Petrol,Individual,Automatic,First Owner
Chevrolet Beat LT,2016,245000,52000,Petrol,Dealer,Manual,First Owner
Maruti Swift VDI BSIV,2010,320000,110000,Diesel,Individual,Manual,Fourth & Above Owner
Ford Fusion 1.6 Duratec Petrol,2005,120000,100000,Petrol,Individual,Manual,Third Owner
Honda City i-VTEC VX,2017,950000,35000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,2017,350000,48000,Petrol,Individual,Manual,Third Owner
Maruti Esteem Vxi,2005,100000,20000,Petrol,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,2017,350000,30000,Petrol,Individual,Manual,First Owner
Maruti Wagon R VXI BSIII,2005,80000,40000,Petrol,Individual,Manual,Second Owner
Hyundai Verna 1.6 VTVT,2013,370000,60000,Petrol,Individual,Manual,First Owner
Hyundai EON D Lite Plus,2012,160000,70000,Petrol,Individual,Manual,Second Owner
Tata Sumo Victa EX 7/9 Str BSII,2009,130000,120000,Diesel,Individual,Manual,First Owner
